Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
8700,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
8710,19.7,23.1,26.6,29.9,33.5,36.5,40.9,44.7
8720,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
8730,19.7,23.1,26.6,29.9,33.5,36.5,40.9,44.7
8740,19.7,23.1,26.6,29.9,33.5,36.5,40.9,44.7
8750,19.7,23,26.6,29.9,33.5,36.6,40.9,44.7
8760,19.7,23.1,26.6,29.9,33.5,36.5,40.9,44.7
8770,19.7,23.1,26.6,29.9,33.5,36.6,40.9,44.7
8780,19.7,23.1,26.6,29.9,33.5,36.6,40.9,44.7
8790,19.7,23.1,26.6,29.9,33.5,36.6,40.9,44.7
8800,19.7,23.1,26.6,29.9,33.5,36.6,40.9,44.7
8810,19.7,23.1,26.6,29.9,33.5,36.6,40.9,44.7
8820,19.7,23.1,26.6,29.9,33.5,36.6,40.9,44.7
8830,19.7,23.1,26.6,30,33.5,36.6,40.9,44.7
8840,19.7,23.1,26.6,30,33.5,36.6,40.9,44.7
8850,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8860,19.7,23.1,26.6,30,33.5,36.6,40.9,44.7
8870,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8880,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8890,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8900,19.7,23.1,26.6,30,33.5,36.6,40.9,44.7
8910,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8920,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8930,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8940,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8950,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8960,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8970,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
8980,19.7,23.1,26.6,30,33.6,36.6,41,44.8
8990,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9000,19.7,23.1,26.6,30,33.6,36.6,40.9,44.8
9010,19.7,23.1,26.6,30,33.6,36.6,40.9,44.7
9020,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9030,19.7,23.1,26.6,30,33.6,36.6,41,44.7
9040,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9050,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9060,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9070,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9080,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9090,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9100,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9110,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9120,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9130,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9140,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9150,19.7,23.1,26.7,30,33.6,36.6,41,44.8
9160,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9170,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9180,19.7,23.1,26.6,30,33.6,36.6,41,44.8
9190,19.7,23.1,26.7,30,33.6,36.6,41,44.8
9200,19.7,23.1,26.7,30,33.6,36.6,41,44.8
